ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10370,29,57.53,1668.37,2005-01-20,Shipped,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10382,39,100.0,4890.6,2005-02-17,Shipped,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10411,46,100.0,5235.72,2005-05-01,Shipped,5,2005,Trucks and Buses,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10425,38,100.0,4325.16,2005-05-31,In Process,5,2005,Trucks and Buses,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10103,41,47.29,1938.89,2003-01-29,Shipped,1,2003,Vintage Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10113,50,49.81,2490.5,2003-03-26,Shipped,3,2003,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10126,43,53.83,2314.69,2003-05-28,Shipped,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10140,29,43.27,1254.83,2003-07-24,Shipped,7,2003,Vintage Cars,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Small
10150,30,42.76,1282.8,2003-09-19,Shipped,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10164,25,53.83,1345.75,2003-10-21,Resolved,10,2003,Vintage Cars,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Small
10174,49,44.78,2194.22,2003-11-06,Shipped,11,2003,Vintage Cars,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,Australia,APAC,Small
10183,40,49.3,1972.0,2003-11-13,Shipped,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Small
10194,41,44.78,1835.98,2003-11-25,Shipped,11,2003,Vintage Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10206,21,53.33,1119.93,2003-12-05,Shipped,12,2003,Vintage Cars,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Small
10215,46,45.28,2082.88,2004-01-29,Shipped,1,2004,Vintage Cars,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,USA,NAM,Small
10229,39,40.25,1569.75,2004-03-11,Shipped,3,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10245,45,59.87,2694.15,2004-05-04,Shipped,5,2004,Vintage Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Small
10258,21,59.87,1257.27,2004-06-15,Shipped,6,2004,Vintage Cars,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10270,44,58.36,2567.84,2004-07-19,Shipped,7,2004,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10281,44,59.87,2634.28,2004-08-19,Shipped,8,2004,Vintage Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10291,29,51.82,1502.78,2004-09-08,Shipped,9,2004,Vintage Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10304,34,49.3,1676.2,2004-10-11,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10312,39,56.85,2217.15,2004-10-21,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10324,38,100.0,6832.02,2004-11-05,Shipped,11,2004,Vintage Cars,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10333,24,79.86,1916.64,2004-11-18,Shipped,11,2004,Vintage Cars,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Small
10348,29,100.0,7110.8,2004-11-01,Shipped,11,2004,Vintage Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Large
10358,30,100.0,5302.8,2004-12-10,Shipped,12,2004,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10370,20,100.0,2730.0,2005-01-20,Shipped,1,2005,Vintage Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10382,39,100.0,7827.3,2005-02-17,Shipped,2,2005,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Large
10411,35,59.87,2095.45,2005-05-01,Shipped,5,2005,Vintage Cars,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Small
10424,26,59.87,1556.62,2005-05-31,In Process,5,2005,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10108,44,100.0,5565.12,2003-03-03,Shipped,3,2003,Classic Cars,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Medium
10122,28,100.0,3583.16,2003-05-08,Shipped,5,2003,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Medium
10135,31,100.0,4705.18,2003-07-02,Shipped,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10146,29,100.0,4444.54,2003-09-03,Shipped,9,2003,Classic Cars,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Medium
10159,32,100.0,4618.88,2003-10-10,Shipped,10,2003,Classic Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Medium
10169,33,100.0,4910.4,2003-11-04,Shipped,11,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10180,44,100.0,5565.12,2003-11-11,Shipped,11,2003,Classic Cars,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10191,32,100.0,4237.76,2003-11-20,Shipped,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
10211,41,100.0,5673.58,2004-01-15,Shipped,1,2004,Classic Cars,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10225,35,100.0,5260.15,2004-02-22,Shipped,2,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10238,44,100.0,6350.96,2004-04-09,Shipped,4,2004,Classic Cars,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10252,26,100.0,3559.4,2004-05-26,Shipped,5,2004,Classic Cars,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10264,20,100.0,2410.6,2004-06-30,Shipped,6,2004,Classic Cars,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Small
10276,48,100.0,5713.92,2004-08-02,Shipped,8,2004,Classic Cars,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Medium
10287,34,100.0,4300.32,2004-08-30,Shipped,8,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10299,49,100.0,7947.31,2004-09-30,Shipped,9,2004,Classic Cars,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Large
10310,40,100.0,5356.8,2004-10-16,Shipped,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
10319,45,100.0,7901.1,2004-11-03,Shipped,11,2004,Classic Cars,Microscale Inc.,5290 North Pendale Street,NYC,NY,USA,NAM,Large
10330,50,100.0,6101.0,2004-11-16,Shipped,11,2004,Classic Cars,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Medium
10342,38,100.0,6276.46,2004-11-24,Shipped,11,2004,Classic Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10355,25,100.0,4203.5,2004-12-07,Shipped,12,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10363,28,58.18,1629.04,2005-01-06,Shipped,1,2005,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Small
10378,49,67.14,3289.86,2005-02-10,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10390,49,100.0,6862.94,2005-03-04,Shipped,3,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10110,42,61.29,2574.18,2003-03-18,Shipped,3,2003,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10124,23,57.73,1327.79,2003-05-21,Shipped,5,2003,Classic Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Small
10148,29,81.25,2356.25,2003-09-11,Shipped,9,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10161,25,80.54,2013.5,2003-10-17,Shipped,10,2003,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10173,39,71.98,2807.22,2003-11-05,Shipped,11,2003,Classic Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10182,44,69.84,3072.96,2003-11-12,Shipped,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10193,25,76.26,1906.5,2003-11-21,Shipped,11,2003,Classic Cars,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,Australia,APAC,Small
10204,45,76.26,3431.7,2003-12-02,Shipped,12,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10213,25,83.39,2084.75,2004-01-22,Shipped,1,2004,Classic Cars,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,,UK,EMEA,Small
10227,37,57.73,2136.01,2004-03-02,Shipped,3,2004,Classic Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10241,30,66.99,2009.7,2004-04-13,Shipped,4,2004,Classic Cars,Mini Caravy,"24, place Kluber",Strasbourg,,France,EMEA,Small
10267,36,75.55,2719.8,2004-07-07,Shipped,7,2004,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Small
10279,26,60.58,1575.08,2004-08-09,Shipped,8,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10288,23,73.41,1688.43,2004-09-01,Shipped,9,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10302,23,72.7,1672.1,2003-10-06,Shipped,10,2003,Classic Cars,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,,UK,EMEA,Small
10311,25,66.99,1674.75,2004-10-16,Shipped,10,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10332,21,100.0,3472.98,2004-11-17,Shipped,11,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10344,26,63.43,1649.18,2004-11-25,Shipped,11,2004,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Small
10367,44,85.25,3751.0,2005-01-12,Resolved,1,2005,Classic Cars,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10380,24,100.0,4536.0,2005-02-16,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10420,36,57.73,2078.28,2005-05-29,In Process,5,2005,Classic Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10110,36,85.25,3069.0,2003-03-18,Shipped,3,2003,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10124,22,77.9,1713.8,2003-05-21,Shipped,5,2003,Classic Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Small
10148,25,60.26,1506.5,2003-09-11,Shipped,9,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10161,37,72.76,2692.12,2003-10-17,Shipped,10,2003,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10172,32,75.69,2422.08,2003-11-05,Shipped,11,2003,Classic Cars,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Small
10182,47,74.22,3488.34,2003-11-12,Shipped,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10192,37,69.82,2583.34,2003-11-20,Shipped,11,2003,Classic Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Small
10204,20,62.47,1249.4,2003-12-02,Shipped,12,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Small
10212,41,82.31,3374.71,2004-01-16,Shipped,1,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10226,21,60.26,1265.46,2004-02-26,Shipped,2,2004,Classic Cars,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Small
10241,22,76.43,1681.46,2004-04-13,Shipped,4,2004,Classic Cars,Mini Caravy,"24, place Kluber",Strasbourg,,France,EMEA,Small
10267,40,80.1,3204.0,2004-07-07,Shipped,7,2004,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10279,32,74.96,2398.72,2004-08-09,Shipped,8,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10288,36,66.14,2381.04,2004-09-01,Shipped,9,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10301,27,72.02,1944.54,2003-10-05,Shipped,10,2003,Classic Cars,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Small
10311,26,87.45,2273.7,2004-10-16,Shipped,10,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10321,30,70.55,2116.5,2004-11-04,Shipped,11,2004,Classic Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Small
10332,23,56.84,1307.32,2004-11-17,Shipped,11,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10344,29,59.53,1726.37,2004-11-25,Shipped,11,2004,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Small
10367,21,60.37,1267.77,2005-01-12,Resolved,1,2005,Classic Cars,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
10380,34,100.0,3441.82,2005-02-16,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10420,60,64.67,3880.2,2005-05-29,In Process,5,2005,Classic Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Medium
10104,35,55.49,1942.15,2003-01-31,Shipped,1,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10115,47,69.36,3259.92,2003-04-04,Shipped,4,2003,Classic Cars,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Medium
10127,20,60.69,1213.8,2003-06-03,Shipped,6,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Small
10141,20,54.33,1086.6,2003-08-01,Shipped,8,2003,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Small
10152,25,65.31,1632.75,2003-09-25,Shipped,9,2003,Classic Cars,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,Australia,APAC,Small
10165,25,69.36,1734.0,2003-10-22,Shipped,10,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10176,27,68.78,1857.06,2003-11-06,Shipped,11,2003,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10184,31,60.11,1863.41,2003-11-14,Shipped,11,2003,Classic Cars,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,Spain,EMEA,Small
10195,44,66.47,2924.68,2003-11-25,Shipped,11,2003,Classic Cars,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Small
10207,49,46.82,2294.18,2003-12-09,Shipped,12,2003,Classic Cars,Diecast Collectables,6251 Ingle Ln.,Boston,MA,USA,NAM,Small
10220,26,56.07,1457.82,2004-02-12,Shipped,2,2004,Classic Cars,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Small
10230,36,54.33,1955.88,2004-03-15,Shipped,3,2004,Classic Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Small
10246,44,52.6,2314.4,2004-05-05,Shipped,5,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10259,28,46.82,1310.96,2004-06-15,Shipped,6,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10271,45,64.74,2913.3,2004-07-20,Shipped,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10282,29,46.82,1357.78,2004-08-20,Shipped,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10292,40,53.75,2150.0,2004-09-08,Shipped,9,2004,Classic Cars,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10305,45,61.85,2783.25,2004-10-13,Shipped,10,2004,Classic Cars,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Small
10314,44,53.18,2339.92,2004-10-22,Shipped,10,2004,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10324,25,69.16,1729.0,2004-11-05,Shipped,11,2004,Classic Cars,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Small
10336,45,100.0,5972.4,2004-11-20,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10349,48,47.4,2275.2,2004-12-01,Shipped,12,2004,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Small
10358,44,60.76,2673.44,2004-12-10,Shipped,12,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10371,25,97.27,2431.75,2005-01-23,Shipped,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10383,22,91.76,2018.72,2005-02-22,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10394,31,50.29,1558.99,2005-03-15,Shipped,3,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10412,21,52.6,1104.6,2005-05-03,Shipped,5,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10425,55,46.82,2575.1,2005-05-31,In Process,5,2005,Classic Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10107,25,100.0,2845.75,2003-02-24,Shipped,2,2003,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10120,35,98.05,3431.75,2003-04-29,Shipped,4,2003,Motorcycles,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10134,35,93.54,3273.9,2003-07-01,Shipped,7,2003,Motorcycles,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Medium
10145,43,95.8,4119.4,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10159,44,100.0,5355.68,2003-10-10,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Medium
10168,50,100.0,5747.5,2003-10-28,Shipped,10,2003,Motorcycles,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10180,48,100.0,5355.36,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10188,25,100.0,2535.75,2003-11-18,Shipped,11,2003,Motorcycles,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Small
10201,39,100.0,4351.23,2003-12-01,Shipped,12,2003,Motorcycles,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Medium
10211,25,90.16,2254.0,2004-01-15,Shipped,1,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Small
10223,32,91.29,2921.28,2004-02-20,Shipped,2,2004,Motorcycles,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10237,20,100.0,2299.0,2004-04-05,Shipped,4,2004,Motorcycles,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Small
10251,26,100.0,2637.18,2004-05-18,Shipped,5,2004,Motorcycles,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,USA,NAM,Small
10263,42,100.0,4307.52,2004-06-28,Shipped,6,2004,Motorcycles,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Medium
10275,21,100.0,2153.76,2004-07-23,Shipped,7,2004,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10285,34,100.0,3716.88,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Medium
10299,47,100.0,5455.76,2004-09-30,Shipped,9,2004,Motorcycles,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Medium
10309,21,100.0,2650.62,2004-10-15,Shipped,10,2004,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10318,48,100.0,6437.28,2004-11-02,Shipped,11,2004,Motorcycles,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Medium
10329,30,87.78,2633.4,2004-11-15,Shipped,11,2004,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10339,27,84.39,2278.53,2004-11-23,Shipped,11,2004,Motorcycles,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10362,50,96.92,4846.0,2005-01-05,Shipped,1,2005,Motorcycles,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10374,38,100.0,4197.1,2005-02-02,Shipped,2,2005,Motorcycles,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,Australia,APAC,Medium
10389,45,100.0,4597.65,2005-03-03,Shipped,3,2005,Motorcycles,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Medium
10403,46,100.0,5287.7,2005-04-08,Shipped,4,2005,Motorcycles,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,,UK,EMEA,Medium
10417,35,100.0,3550.05,2005-05-13,Disputed,5,2005,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10110,29,59.37,1721.73,2003-03-18,Shipped,3,2003,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10123,50,59.87,2993.5,2003-05-20,Shipped,5,2003,Classic Cars,Atelier graphique,"54, rue Royale",Nantes,,France,EMEA,Small
10137,26,49.81,1295.06,2003-07-10,Shipped,7,2003,Classic Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10148,47,56.85,2671.95,2003-09-11,Shipped,9,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10161,23,53.33,1226.59,2003-10-17,Shipped,10,2003,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10172,34,42.76,1453.84,2003-11-05,Shipped,11,2003,Classic Cars,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Small
10181,34,53.83,1830.22,2003-11-12,Shipped,11,2003,Classic Cars,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Small
10192,47,53.83,2530.01,2003-11-20,Shipped,11,2003,Classic Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Small
10204,45,49.81,2241.45,2003-12-02,Shipped,12,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Small
10212,45,53.33,2399.85,2004-01-16,Shipped,1,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10226,36,43.27,1557.72,2004-02-26,Shipped,2,2004,Classic Cars,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Small
10241,21,40.25,845.25,2004-04-13,Shipped,4,2004,Classic Cars,Mini Caravy,"24, place Kluber",Strasbourg,,France,EMEA,Small
10266,28,48.3,1352.4,2004-07-06,Shipped,7,2004,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10278,35,45.28,1584.8,2004-08-06,Shipped,8,2004,Classic Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Small
10288,50,52.32,2616.0,2004-09-01,Shipped,9,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10301,22,51.32,1129.04,2003-10-05,Shipped,10,2003,Classic Cars,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Small
10311,45,49.3,2218.5,2004-10-16,Shipped,10,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10321,48,42.26,2028.48,2004-11-04,Shipped,11,2004,Classic Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Small
10332,20,87.96,1759.2,2004-11-17,Shipped,11,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
